UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2400), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2400), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Wallpaper colors', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=152, x_max=441, y_min=1923, y_max=1974), bbox_pixels=BoundingBox(x_min=152, x_max=441, y_min=1923, y_max=1974), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=True, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Basic colors', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=540, x_max=1027, y_min=1875, y_max=2022), bbox_pixels=BoundingBox(x_min=540, x_max=1027, y_min=1875, y_max=2022), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Basic colors', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=678, x_max=888, y_min=1923, y_max=1974), bbox_pixels=BoundingBox(x_min=678, x_max=888, y_min=1923, y_max=1974), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='androidx.viewpager.widget.ViewPager', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_section_view_pager')
UIElement(text='', content_description='', class_name='androidx.recyclerview.widget.RecyclerView', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='androidx.viewpager.widget.ViewPager', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_page_container')
UIElement(text='', content_description='', class_name='androidx.recyclerview.widget.RecyclerView', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='androidx.recyclerview.widget.RecyclerView', bbox=BoundingBox(x_min=63, x_max=1017, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=63, x_max=1017, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_option_container')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=63, x_max=301, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=63, x_max=301, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=75, x_max=290, y_min=2090, y_max=2305), bbox_pixels=BoundingBox(x_min=75, x_max=290, y_min=2090, y_max=2305), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper color, currently applied and previewed', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=107, x_max=259, y_min=2122, y_max=2274), bbox_pixels=BoundingBox(x_min=107, x_max=259, y_min=2122, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/option_tile')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=107, x_max=183, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=107, x_max=183, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_0')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=183, x_max=259, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=183, x_max=259, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_1')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=107, x_max=183, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=107, x_max=183, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_2')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=183, x_max=259, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=183, x_max=259, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_3')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=301, x_max=540, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=301, x_max=540, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=313, x_max=528, y_min=2090, y_max=2305), bbox_pixels=BoundingBox(x_min=313, x_max=528, y_min=2090, y_max=2305), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper color', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=345, x_max=497, y_min=2122, y_max=2274), bbox_pixels=BoundingBox(x_min=345, x_max=497, y_min=2122, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/option_tile')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=345, x_max=421, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=345, x_max=421, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_0')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=421, x_max=497, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=421, x_max=497, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_1')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=345, x_max=421, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=345, x_max=421, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_2')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=421, x_max=497, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=421, x_max=497, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_3')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=540, x_max=778, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=540, x_max=778, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=552, x_max=767, y_min=2090, y_max=2305), bbox_pixels=BoundingBox(x_min=552, x_max=767, y_min=2090, y_max=2305), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper color', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=584, x_max=736, y_min=2122, y_max=2274), bbox_pixels=BoundingBox(x_min=584, x_max=736, y_min=2122, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/option_tile')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=584, x_max=660, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=584, x_max=660, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_0')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=660, x_max=736, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=660, x_max=736, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_1')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=584, x_max=660, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=584, x_max=660, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_2')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=660, x_max=736, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=660, x_max=736, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_3')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=778, x_max=1017, y_min=2085, y_max=2310), bbox_pixels=BoundingBox(x_min=778, x_max=1017, y_min=2085, y_max=2310), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=790, x_max=1005, y_min=2090, y_max=2305), bbox_pixels=BoundingBox(x_min=790, x_max=1005, y_min=2090, y_max=2305), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper color', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=822, x_max=974, y_min=2122, y_max=2274), bbox_pixels=BoundingBox(x_min=822, x_max=974, y_min=2122, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/option_tile')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=822, x_max=898, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=822, x_max=898, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_0')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=898, x_max=974, y_min=2122, y_max=2198), bbox_pixels=BoundingBox(x_min=898, x_max=974, y_min=2122, y_max=2198), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_1')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=822, x_max=898, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=822, x_max=898, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_2')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=898, x_max=974, y_min=2198, y_max=2274), bbox_pixels=BoundingBox(x_min=898, x_max=974, y_min=2198, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_preview_3')
UIElement(text='', content_description='Page 1 of 4', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=493, x_max=587, y_min=2352, y_max=2373), bbox_pixels=BoundingBox(x_min=493, x_max=587, y_min=2352, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/color_page_indicator')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=493, x_max=535, y_min=2352, y_max=2373), bbox_pixels=BoundingBox(x_min=493, x_max=535, y_min=2352, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=519, x_max=561, y_min=2352, y_max=2373), bbox_pixels=BoundingBox(x_min=519, x_max=561, y_min=2352, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=545, x_max=587, y_min=2352, y_max=2373), bbox_pixels=BoundingBox(x_min=545, x_max=587, y_min=2352, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=571, x_max=587, y_min=2352, y_max=2373), bbox_pixels=BoundingBox(x_min=571, x_max=587, y_min=2352, y_max=2373), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
