UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1333), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1333), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/main_card')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=1048, y_min=677, y_max=1202), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=677, y_max=1202), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/danmakuView')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=666, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1132, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1132, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/operation_root_layout')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=873, x_max=1048, y_min=891, y_max=1011), bbox_pixels=BoundingBox(x_min=873, x_max=1048, y_min=891, y_max=1011), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1232, y_max=1237), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1232, y_max=1237), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=32, x_max=33, y_min=1237, y_max=1238), bbox_pixels=BoundingBox(x_min=32, x_max=33, y_min=1237, y_max=1238), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='舞蹈 舞蹈综合 · 61.9K views', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1238, y_max=1333), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ly_bottom_btns')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=360, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=0, x_max=360, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/leftButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=360, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=0, x_max=360, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/lyButton')
UIElement(text='', content_description='Like', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=115, x_max=186, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=115, x_max=186, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ivButton')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=186, x_max=244, y_min=1385, y_max=1438), bbox_pixels=BoundingBox(x_min=186, x_max=244, y_min=1385, y_max=1438), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='81', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=186, x_max=244, y_min=1386, y_max=1437), bbox_pixels=BoundingBox(x_min=186, x_max=244, y_min=1386, y_max=1437), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/tvButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=360, x_max=720, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=360, x_max=720, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/midButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=360, x_max=720, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=360, x_max=720, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/lyButton')
UIElement(text='', content_description='Like', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=465, x_max=536, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=465, x_max=536, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ivButton')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=536, x_max=615, y_min=1385, y_max=1438), bbox_pixels=BoundingBox(x_min=536, x_max=615, y_min=1385, y_max=1438), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='201', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=536, x_max=615, y_min=1386, y_max=1437), bbox_pixels=BoundingBox(x_min=536, x_max=615, y_min=1386, y_max=1437), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/tvButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=720, x_max=1080, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=720, x_max=1080, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/rightButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=720, x_max=1080, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=720, x_max=1080, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/lyButton')
UIElement(text='', content_description='Like', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=819, x_max=890, y_min=1364, y_max=1459), bbox_pixels=BoundingBox(x_min=819, x_max=890, y_min=1364, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ivButton')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=890, x_max=981, y_min=1385, y_max=1438), bbox_pixels=BoundingBox(x_min=890, x_max=981, y_min=1385, y_max=1438), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='1.3K', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=890, x_max=981, y_min=1386, y_max=1437), bbox_pixels=BoundingBox(x_min=890, x_max=981, y_min=1386, y_max=1437), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/tvButton')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=1627), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1483, y_max=1627), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/mblogHeadtitle')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=752, y_min=1483, y_max=1627), bbox_pixels=BoundingBox(x_min=0, x_max=752, y_min=1483, y_max=1627), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=26, x_max=141, y_min=1504, y_max=1627), bbox_pixels=BoundingBox(x_min=26, x_max=141, y_min=1504, y_max=1627), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=35, x_max=135, y_min=1522, y_max=1622), bbox_pixels=BoundingBox(x_min=35, x_max=135, y_min=1522, y_max=1622), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=101, x_max=138, y_min=1587, y_max=1624), bbox_pixels=BoundingBox(x_min=101, x_max=138, y_min=1587, y_max=1624), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='沿着高质量发展轨道乘风破浪、稳健前行，“稳”的态势巩固延续，“进”的步伐坚实有力，“新”的动能逐步壮大。 \u200b', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=1048, y_min=1645, y_max=1751), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=1645, y_max=1751), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/contentTextView')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=705, y_min=1772, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=705, y_min=1772, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/weibo_image')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=705, y_min=1772, y_max=2143), bbox_pixels=BoundingBox(x_min=32, x_max=705, y_min=1772, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/blog_picture_view')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=177), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/lyTitleBar')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/realTitleBar')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=137, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=0, x_max=137, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/rltitleBack')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=32, x_max=111, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=32, x_max=111, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/titleBackOuter')
UIElement(text='', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=32, x_max=111, y_min=80, y_max=159), bbox_pixels=BoundingBox(x_min=32, x_max=111, y_min=80, y_max=159), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/titleBack')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=134, x_max=946, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=134, x_max=946, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/rltitlemiddle')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=134, x_max=946, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=134, x_max=946, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ll_title_2')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=291, x_max=789, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=291, x_max=789, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=291, x_max=789, y_min=63, y_max=177), bbox_pixels=BoundingBox(x_min=291, x_max=789, y_min=63, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ll_tabsContainer')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=291, x_max=562, y_min=77, y_max=162), bbox_pixels=BoundingBox(x_min=291, x_max=562, y_min=77, y_max=162), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/titlebarTabView_feed')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=312, x_max=541, y_min=77, y_max=162), bbox_pixels=BoundingBox(x_min=312, x_max=541, y_min=77, y_max=162), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ll_container')
UIElement(text='Following', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=312, x_max=512, y_min=88, y_max=151), bbox_pixels=BoundingBox(x_min=312, x_max=512, y_min=88, y_max=151), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/tv_groupName')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=562, x_max=789, y_min=77, y_max=162), bbox_pixels=BoundingBox(x_min=562, x_max=789, y_min=77, y_max=162), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/titlebarTabView_hot')
